state,year,county,to_wgwto,to_wswto,to_wtotl,to_cutotpartial
UT,2000,Juab County,99.93,226.54,326.46,119.75
UT,1995,Juab County,23.15,87.4,110.55,119.75
UT,1990,Juab County,99.93,226.54,326.46,119.75
UT,1985,Juab County,99.93,226.54,326.46,119.75
UT,2015,Kane County,3.43,12.33,15.76,8.97
UT,2010,Kane County,4.01,13.56,17.57,119.75
UT,2005,Kane County,4.1,27.63,31.73,119.75
UT,2000,Kane County,99.93,226.54,326.46,119.75
UT,1995,Kane County,1.7,8.33,10.03,119.75
UT,1990,Kane County,99.93,226.54,326.46,119.75
UT,1985,Kane County,99.93,226.54,326.46,119.75
UT,2015,Millard County,175.69,145.45,321.14,233.96
UT,2010,Millard County,148.98,142.1,291.08,119.75
UT,2005,Millard County,100.56,324.91,425.47,119.75
UT,2000,Millard County,99.93,226.54,326.46,119.75
UT,1995,Millard County,77.16,207.35,284.51,119.75
UT,1990,Millard County,99.93,226.54,326.46,119.75
UT,1985,Millard County,99.93,226.54,326.46,119.75
UT,2015,Morgan County,2.13,62.8,64.93,15.77
UT,2010,Morgan County,2.11,33.89,36,119.75
UT,2005,Morgan County,2.05,38.11,40.16,119.75
UT,2000,Morgan County,99.93,226.54,326.46,119.75
UT,1995,Morgan County,1.66,105.31,106.97,119.75
UT,1990,Morgan County,99.93,226.54,326.46,119.75
UT,1985,Morgan County,99.93,226.54,326.46,119.75
UT,2015,Piute County,2.4,35.92,38.32,27.98
UT,2010,Piute County,3.81,42.76,46.57,119.75
UT,2005,Piute County,3.7,55.47,59.17,119.75
UT,2000,Piute County,99.93,226.54,326.46,119.75
UT,1995,Piute County,1.8,69.76,71.56,119.75
UT,1990,Piute County,99.93,226.54,326.46,119.75
UT,1985,Piute County,99.93,226.54,326.46,119.75
UT,2015,Rich County,3.14,116.57,119.71,86.15
UT,2010,Rich County,2.71,141.18,143.89,119.75
UT,2005,Rich County,2.97,181.67,184.64,119.75
UT,2000,Rich County,99.93,226.54,326.46,119.75
UT,1995,Rich County,5.67,147.12,152.79,119.75
UT,1990,Rich County,99.93,226.54,326.46,119.75
UT,1985,Rich County,99.93,226.54,326.46,119.75
UT,2015,Salt Lake County,110.52,122.96,233.48,18.87
UT,2010,Salt Lake County,107.74,303.07,410.81,119.75
UT,2005,Salt Lake County,106.23,238.18,344.41,119.75
UT,2000,Salt Lake County,99.93,226.54,326.46,119.75
UT,1995,Salt Lake County,86.56,299.5,386.06,119.75
UT,1990,Salt Lake County,99.93,226.54,326.46,119.75
UT,1985,Salt Lake County,99.93,226.54,326.46,119.75
UT,2015,San Juan County,9.14,14.15,23.29,10.54
UT,2010,San Juan County,7.7,21.43,29.13,119.75
UT,2005,San Juan County,7.8,21.5,29.3,119.75
UT,2000,San Juan County,99.93,226.54,326.46,119.75
UT,1995,San Juan County,5.46,36.6,42.06,119.75
UT,1990,San Juan County,99.93,226.54,326.46,119.75
UT,1985,San Juan County,99.93,226.54,326.46,119.75
UT,2015,Sanpete County,17.32,189.97,207.29,142.79
UT,2010,Sanpete County,18.48,163.25,181.73,119.75
UT,2005,Sanpete County,15.54,257.41,272.95,119.75
UT,2000,Sanpete County,99.93,226.54,326.46,119.75
UT,1995,Sanpete County,21.63,127.6,149.23,119.75
UT,1990,Sanpete County,99.93,226.54,326.46,119.75
UT,1985,Sanpete County,99.93,226.54,326.46,119.75
UT,2015,Sevier County,33.74,45.01,78.75,43.41
UT,2010,Sevier County,27.97,115.9,143.87,119.75
UT,2005,Sevier County,22.01,167.92,189.93,119.75
UT,2000,Sevier County,99.93,226.54,326.46,119.75
UT,1995,Sevier County,7.04,202.34,209.38,119.75
UT,1990,Sevier County,99.93,226.54,326.46,119.75
UT,1985,Sevier County,99.93,226.54,326.46,119.75
UT,2015,Summit County,12.81,45.23,58.04,32.91
UT,2010,Summit County,16.16,54.76,70.92,119.75
UT,2005,Summit County,13.89,80.9,94.79,119.75
UT,2000,Summit County,99.93,226.54,326.46,119.75
UT,1995,Summit County,7.25,83.68,90.93,119.75
UT,1990,Summit County,99.93,226.54,326.46,119.75
UT,1985,Summit County,99.93,226.54,326.46,119.75
UT,2015,Tooele County,78.75,171.51,250.26,61.29
UT,2010,Tooele County,78.84,107.11,185.95,119.75
UT,2005,Tooele County,58.91,153.58,212.49,119.75
UT,2000,Tooele County,99.93,226.54,326.46,119.75
UT,1995,Tooele County,68.88,141.72,210.6,119.75
UT,1990,Tooele County,99.93,226.54,326.46,119.75
UT,1985,Tooele County,99.93,226.54,326.46,119.75
UT,2015,Uintah County,44.54,195.1,239.64,134.4
UT,2010,Uintah County,46.42,228.18,274.6,119.75
UT,2005,Uintah County,44.41,243.35,287.76,119.75
UT,2000,Uintah County,99.93,226.54,326.46,119.75
UT,1995,Uintah County,10.4,185.05,195.45,119.75
UT,1990,Uintah County,99.93,226.54,326.46,119.75
UT,1985,Uintah County,99.93,226.54,326.46,119.75
UT,2015,Utah County,142.06,315.71,457.77,146.68
UT,2010,Utah County,134.86,231.24,366.1,119.75
UT,2005,Utah County,142.66,259.59,402.25,119.75
UT,2000,Utah County,99.93,226.54,326.46,119.75
UT,1995,Utah County,98.59,200.23,298.82,119.75
UT,1990,Utah County,99.93,226.54,326.46,119.75
UT,1985,Utah County,99.93,226.54,326.46,119.75
UT,2015,Wasatch County,14.57,77.3,91.87,26.69
UT,2010,Wasatch County,12.81,43.46,56.27,119.75
UT,2005,Wasatch County,9.22,51.36,60.58,119.75
UT,2000,Wasatch County,99.93,226.54,326.46,119.75
UT,1995,Wasatch County,7.38,89.12,96.5,119.75
UT,1990,Wasatch County,99.93,226.54,326.46,119.75
UT,1985,Wasatch County,99.93,226.54,326.46,119.75
UT,2015,Washington County,37.04,58.23,95.27,27.29
UT,2010,Washington County,37.49,84.74,122.23,119.75
UT,2005,Washington County,36.13,62.77,98.9,119.75
UT,2000,Washington County,99.93,226.54,326.46,119.75
UT,1995,Washington County,26.6,57.56,84.16,119.75
UT,1990,Washington County,99.93,226.54,326.46,119.75
UT,1985,Washington County,99.93,226.54,326.46,119.75
UT,2015,Wayne County,15.54,46.14,61.68,33.34
UT,2010,Wayne County,25.11,44.71,69.82,119.75
UT,2005,Wayne County,22.48,45.57,68.05,119.75
UT,2000,Wayne County,99.93,226.54,326.46,119.75
UT,1995,Wayne County,4.43,53.89,58.32,119.75
UT,1990,Wayne County,99.93,226.54,326.46,119.75
UT,1985,Wayne County,99.93,226.54,326.46,119.75
UT,2015,Weber County,25.84,205.64,231.48,61.08
UT,2010,Weber County,29.84,240.4,270.24,119.75
UT,2005,Weber County,28.62,244.75,273.37,119.75
UT,2000,Weber County,99.93,226.54,326.46,119.75
UT,1995,Weber County,30.16,264.68,294.84,119.75
UT,1990,Weber County,99.93,226.54,326.46,119.75
UT,1985,Weber County,99.93,226.54,326.46,119.75
WY,2015,Albany County,7.48,534.11,541.59,160.04
WY,2010,Albany County,4.44,184.86,189.3,119.75
WY,2005,Albany County,4.62,270.48,275.1,119.75
WY,2000,Albany County,4.7,338.93,343.63,119.75
WY,1995,Albany County,4.4,175.3,179.7,119.75
WY,1990,Albany County,99.93,226.54,326.46,119.75
WY,1985,Albany County,99.93,226.54,326.46,119.75
WY,2015,Big Horn County,12.02,585.62,597.64,142.04
WY,2010,Big Horn County,9.64,383.15,392.79,119.75
WY,2005,Big Horn County,23,362.37,385.37,119.75
WY,2000,Big Horn County,25.54,385.7,411.24,119.75
WY,1995,Big Horn County,6.96,734.38,741.34,119.75
WY,1990,Big Horn County,99.93,226.54,326.46,119.75
WY,1985,Big Horn County,99.93,226.54,326.46,119.75
WY,2015,Campbell County,57,20.71,77.71,3.24
WY,2010,Campbell County,68.14,53.28,121.42,119.75
WY,2005,Campbell County,60.7,48.41,109.11,119.75
WY,2000,Campbell County,60.22,54.55,114.77,119.75
WY,1995,Campbell County,48.01,12.88,60.89,119.75
WY,1990,Campbell County,99.93,226.54,326.46,119.75
WY,1985,Campbell County,99.93,226.54,326.46,119.75
WY,2015,Carbon County,7.91,895.73,903.64,271.18
WY,2010,Carbon County,4.76,370.94,375.7,119.75
WY,2005,Carbon County,7.96,358.94,366.9,119.75
WY,2000,Carbon County,6.13,313.99,320.12,119.75
WY,1995,Carbon County,7.35,779.53,786.88,119.75
WY,1990,Carbon County,99.93,226.54,326.46,119.75
WY,1985,Carbon County,99.93,226.54,326.46,119.75
WY,2015,Converse County,11.95,178.48,190.43,57.29
WY,2010,Converse County,11.15,144.94,156.09,119.75
WY,2005,Converse County,10.09,295.38,305.47,119.75
WY,2000,Converse County,23.14,375.07,398.21,119.75
WY,1995,Converse County,9.59,216.24,225.83,119.75
WY,1990,Converse County,99.93,226.54,326.46,119.75
WY,1985,Converse County,99.93,226.54,326.46,119.75
WY,2015,Crook County,9.99,28.77,38.76,10.04
WY,2010,Crook County,7.99,42.47,50.46,119.75
WY,2005,Crook County,12.69,29.95,42.64,119.75
WY,2000,Crook County,15.55,62.81,78.36,119.75
WY,1995,Crook County,7.97,37.63,45.6,119.75
WY,1990,Crook County,99.93,226.54,326.46,119.75
WY,1985,Crook County,99.93,226.54,326.46,119.75
WY,2015,Fremont County,8.34,976.56,984.9,235.3
WY,2010,Fremont County,3.78,506.22,510,119.75
WY,2005,Fremont County,9.72,403.92,413.64,119.75
WY,2000,Fremont County,17.64,415.03,432.67,119.75
WY,1995,Fremont County,4.88,589.24,594.12,119.75
WY,1990,Fremont County,99.93,226.54,326.46,119.75
WY,1985,Fremont County,99.93,226.54,326.46,119.75
WY,2015,Goshen County,163.44,507.14,670.58,201.76
WY,2010,Goshen County,97.34,297.86,395.2,119.75
WY,2005,Goshen County,78.18,234.1,312.28,119.75
WY,2000,Goshen County,98.9,301.55,400.45,119.75
WY,1995,Goshen County,44.47,121.2,165.67,119.75
WY,1990,Goshen County,99.93,226.54,326.46,119.75
WY,1985,Goshen County,99.93,226.54,326.46,119.75
WY,2015,Hot Springs County,9.91,61.05,70.96,15.1
WY,2010,Hot Springs County,3.01,75.27,78.28,119.75
WY,2005,Hot Springs County,15.61,75.07,90.68,119.75
WY,2000,Hot Springs County,28.99,75.6,104.59,119.75
WY,1995,Hot Springs County,7.78,196.75,204.53,119.75
WY,1990,Hot Springs County,99.93,226.54,326.46,119.75
WY,1985,Hot Springs County,99.93,226.54,326.46,119.75
WY,2015,Johnson County,1.75,227.59,229.34,49.52
WY,2010,Johnson County,1.54,116.83,118.37,119.75
WY,2005,Johnson County,2.94,118.47,121.41,119.75
WY,2000,Johnson County,3.41,120.35,123.76,119.75
WY,1995,Johnson County,2.14,298.03,300.17,119.75
WY,1990,Johnson County,99.93,226.54,326.46,119.75
WY,1985,Johnson County,99.93,226.54,326.46,119.75
WY,2015,Laramie County,129.75,60.49,190.24,79.97
WY,2010,Laramie County,162.01,74.42,236.43,119.75
WY,2005,Laramie County,186.79,85.73,272.52,119.75
WY,2000,Laramie County,150,67.15,217.15,119.75
WY,1995,Laramie County,69.82,43,112.82,119.75
WY,1990,Laramie County,99.93,226.54,326.46,119.75
WY,1985,Laramie County,99.93,226.54,326.46,119.75
WY,2015,Lincoln County,13.63,480.81,494.44,121.65
WY,2010,Lincoln County,7.64,196.64,204.28,119.75
WY,2005,Lincoln County,9.42,192.43,201.85,119.75
WY,2000,Lincoln County,11.37,185.02,196.39,119.75
WY,1995,Lincoln County,12.59,486.32,498.91,119.75
WY,1990,Lincoln County,99.93,226.54,326.46,119.75
WY,1985,Lincoln County,99.93,226.54,326.46,119.75
WY,2015,Natrona County,14.24,143.59,157.83,38.58
WY,2010,Natrona County,9.5,162.79,172.29,119.75
WY,2005,Natrona County,32.88,86.65,119.53,119.75
WY,2000,Natrona County,48.94,177.83,226.77,119.75
WY,1995,Natrona County,20.55,172.34,192.89,119.75
WY,1990,Natrona County,99.93,226.54,326.46,119.75
WY,1985,Natrona County,99.93,226.54,326.46,119.75
WY,2015,Niobrara County,40.26,4.23,44.49,15.61
WY,2010,Niobrara County,62.32,6.58,68.9,119.75
WY,2005,Niobrara County,76.37,8.08,84.45,119.75
WY,2000,Niobrara County,56.67,5.73,62.4,119.75
WY,1995,Niobrara County,28.15,0.28,28.43,119.75
WY,1990,Niobrara County,99.93,226.54,326.46,119.75
WY,1985,Niobrara County,99.93,226.54,326.46,119.75
WY,2015,Park County,39.72,617.63,657.35,147.85
WY,2010,Park County,2.1,302.88,304.98,119.75
WY,2005,Park County,43.53,296.93,340.46,119.75
WY,2000,Park County,49,341.34,390.34,119.75
WY,1995,Park County,6.68,861.88,868.56,119.75
WY,1990,Park County,99.93,226.54,326.46,119.75
WY,1985,Park County,99.93,226.54,326.46,119.75
WY,2015,Platte County,67.98,325.48,393.46,124.11
WY,2010,Platte County,59.57,290.61,350.18,119.75
WY,2005,Platte County,38.18,191.22,229.4,119.75
WY,2000,Platte County,46.59,228.9,275.49,119.75
WY,1995,Platte County,22.05,107.7,129.75,119.75
WY,1990,Platte County,99.93,226.54,326.46,119.75
WY,1985,Platte County,99.93,226.54,326.46,119.75
WY,2015,Sheridan County,1.14,295.46,296.6,63.85
WY,2010,Sheridan County,0.6,197.61,198.21,119.75
WY,2005,Sheridan County,0.78,198.04,198.82,119.75
WY,2000,Sheridan County,0.96,225.97,226.93,119.75
WY,1995,Sheridan County,3.04,853.88,856.92,119.75
WY,1990,Sheridan County,99.93,226.54,326.46,119.75
WY,1985,Sheridan County,99.93,226.54,326.46,119.75
WY,2015,Sublette County,71.91,586.99,658.9,196.93
WY,2010,Sublette County,19.63,147.51,167.14,119.75
WY,2005,Sublette County,19.81,150.8,170.61,119.75
WY,2000,Sublette County,26.72,215.13,241.85,119.75
WY,1995,Sublette County,1.35,447.62,448.97,119.75
WY,1990,Sublette County,99.93,226.54,326.46,119.75
WY,1985,Sublette County,99.93,226.54,326.46,119.75
WY,2015,Sweetwater County,19.83,132.13,151.96,48.19
WY,2010,Sweetwater County,42.99,126.05,169.04,119.75
WY,2005,Sweetwater County,45.07,111.76,156.83,119.75
WY,2000,Sweetwater County,51.03,119.7,170.73,119.75
WY,1995,Sweetwater County,5.54,68.58,74.12,119.75
WY,1990,Sweetwater County,99.93,226.54,326.46,119.75
WY,1985,Sweetwater County,99.93,226.54,326.46,119.75
WY,2015,Teton County,7.97,103.55,111.52,22.57
WY,2010,Teton County,5.46,25.76,31.22,119.75
WY,2005,Teton County,5.73,61.78,67.51,119.75
WY,2000,Teton County,6.66,39.22,45.88,119.75
WY,1995,Teton County,3.41,85.59,89,119.75
WY,1990,Teton County,99.93,226.54,326.46,119.75
WY,1985,Teton County,99.93,226.54,326.46,119.75
WY,2015,Uinta County,41.17,346.73,387.9,111.64
WY,2010,Uinta County,23.44,194.42,217.86,119.75
WY,2005,Uinta County,12.51,101.62,114.13,119.75
WY,2000,Uinta County,20.3,168.56,188.86,119.75
WY,1995,Uinta County,2.16,178.07,180.23,119.75
WY,1990,Uinta County,99.93,226.54,326.46,119.75
WY,1985,Uinta County,99.93,226.54,326.46,119.75
WY,2015,Washakie County,8.55,260.1,268.65,64.22
WY,2010,Washakie County,6.85,158.63,165.48,119.75
WY,2005,Washakie County,6.86,174.41,181.27,119.75
WY,2000,Washakie County,6.99,163.17,170.16,119.75
WY,1995,Washakie County,10.24,248.88,259.12,119.75
WY,1990,Washakie County,99.93,226.54,326.46,119.75
WY,1985,Washakie County,99.93,226.54,326.46,119.75
WY,2015,Weston County,2.53,22.83,25.36,5.01
WY,2010,Weston County,3.02,24.87,27.89,119.75
WY,2005,Weston County,4.38,27.56,31.94,119.75
WY,2000,Weston County,3.43,21.38,24.81,119.75
WY,1995,Weston County,6.3,7.81,14.11,119.75
WY,1990,Weston County,99.93,226.54,326.46,119.75
WY,1985,Weston County,99.93,226.54,326.46,119.75
