state,year,county,mi_wgwto,mi_wtotl
UT,1990,Rich County,3.49,4.6
UT,1985,Rich County,3.49,4.6
UT,2015,Salt Lake County,10.22,10.22
UT,2010,Salt Lake County,5.71,5.71
UT,2005,Salt Lake County,7.55,7.55
UT,2000,Salt Lake County,12.64,12.71
UT,1995,Salt Lake County,5.94,5.94
UT,1990,Salt Lake County,3.49,4.6
UT,1985,Salt Lake County,3.49,4.6
UT,2015,San Juan County,5.4,5.4
UT,2010,San Juan County,4.46,4.46
UT,2005,San Juan County,4.58,4.58
UT,2000,San Juan County,5.59,5.59
UT,1995,San Juan County,2.03,2.03
UT,1990,San Juan County,3.49,4.6
UT,1985,San Juan County,3.49,4.6
UT,2015,Sanpete County,0,0
UT,2010,Sanpete County,0,0
UT,2005,Sanpete County,0,0
UT,2000,Sanpete County,0,0
UT,1995,Sanpete County,0,0
UT,1990,Sanpete County,3.49,4.6
UT,1985,Sanpete County,3.49,4.6
UT,2015,Sevier County,0.06,0.06
UT,2010,Sevier County,0.03,0.03
UT,2005,Sevier County,0.01,0.01
UT,2000,Sevier County,0.09,0.09
UT,1995,Sevier County,0.2,0.2
UT,1990,Sevier County,3.49,4.6
UT,1985,Sevier County,3.49,4.6
UT,2015,Summit County,0,0
UT,2010,Summit County,0,0
UT,2005,Summit County,0.04,0.04
UT,2000,Summit County,0,0
UT,1995,Summit County,0,0
UT,1990,Summit County,3.49,4.6
UT,1985,Summit County,3.49,4.6
UT,2015,Tooele County,24.02,131.37
UT,2010,Tooele County,28.72,93.6
UT,2005,Tooele County,18.62,71.38
UT,2000,Tooele County,2.27,90.95
UT,1995,Tooele County,9.54,109.78
UT,1990,Tooele County,3.49,4.6
UT,1985,Tooele County,3.49,4.6
UT,2015,Uintah County,1.56,1.56
UT,2010,Uintah County,1.71,1.71
UT,2005,Uintah County,3.38,3.39
UT,2000,Uintah County,4.83,4.86
UT,1995,Uintah County,2.73,2.73
UT,1990,Uintah County,3.49,4.6
UT,1985,Uintah County,3.49,4.6
UT,2015,Utah County,0,0
UT,2010,Utah County,0,0
UT,2005,Utah County,0,0
UT,2000,Utah County,0.31,0.31
UT,1995,Utah County,0,0
UT,1990,Utah County,3.49,4.6
UT,1985,Utah County,3.49,4.6
UT,2015,Wasatch County,0,0
UT,2010,Wasatch County,0,0
UT,2005,Wasatch County,0,0
UT,2000,Wasatch County,0,0
UT,1995,Wasatch County,0,0
UT,1990,Wasatch County,3.49,4.6
UT,1985,Wasatch County,3.49,4.6
UT,2015,Washington County,0,0
UT,2010,Washington County,0,0
UT,2005,Washington County,0.15,0.15
UT,2000,Washington County,0.14,0.14
UT,1995,Washington County,0.17,0.17
UT,1990,Washington County,3.49,4.6
UT,1985,Washington County,3.49,4.6
UT,2015,Wayne County,0,0
UT,2010,Wayne County,0,0
UT,2005,Wayne County,0,0
UT,2000,Wayne County,0,0
UT,1995,Wayne County,0,0
UT,1990,Wayne County,3.49,4.6
UT,1985,Wayne County,3.49,4.6
UT,2015,Weber County,0,107
UT,2010,Weber County,0,139.76
UT,2005,Weber County,0,75.43
UT,2000,Weber County,0.37,103.57
UT,1995,Weber County,0.36,43.11
UT,1990,Weber County,3.49,4.6
UT,1985,Weber County,3.49,4.6
WY,2015,Albany County,0.25,0.25
WY,2010,Albany County,0.09,0.09
WY,2005,Albany County,0.45,0.47
WY,2000,Albany County,0.54,0.58
WY,1995,Albany County,0.16,0.21
WY,1990,Albany County,3.49,4.6
WY,1985,Albany County,3.49,4.6
WY,2015,Big Horn County,6.43,6.48
WY,2010,Big Horn County,5.7,5.75
WY,2005,Big Horn County,17.78,17.93
WY,2000,Big Horn County,20.21,20.84
WY,1995,Big Horn County,2.18,2.79
WY,1990,Big Horn County,3.49,4.6
WY,1985,Big Horn County,3.49,4.6
WY,2015,Campbell County,48.69,58.47
WY,2010,Campbell County,53.2,63.89
WY,2005,Campbell County,54.6,65.57
WY,2000,Campbell County,56.67,69.96
WY,1995,Campbell County,43.13,55.29
WY,1990,Campbell County,3.49,4.6
WY,1985,Campbell County,3.49,4.6
WY,2015,Carbon County,1.62,1.62
WY,2010,Carbon County,0.18,0.18
WY,2005,Carbon County,3.11,3.11
WY,2000,Carbon County,3.01,3.15
WY,1995,Carbon County,3.61,4.63
WY,1990,Carbon County,3.49,4.6
WY,1985,Carbon County,3.49,4.6
WY,2015,Converse County,5.66,6.72
WY,2010,Converse County,5.51,6.77
WY,2005,Converse County,4.67,5.72
WY,2000,Converse County,16.49,20.95
WY,1995,Converse County,6.36,8.15
WY,1990,Converse County,3.49,4.6
WY,1985,Converse County,3.49,4.6
WY,2015,Crook County,1.42,1.51
WY,2010,Crook County,4.14,4.41
WY,2005,Crook County,6.07,6.46
WY,2000,Crook County,5.19,5.82
WY,1995,Crook County,5.13,6.58
WY,1990,Crook County,3.49,4.6
WY,1985,Crook County,3.49,4.6
WY,2015,Fremont County,5.3,5.3
WY,2010,Fremont County,0.32,0.32
WY,2005,Fremont County,6.29,6.29
WY,2000,Fremont County,14.2,14.24
WY,1995,Fremont County,0.59,0.76
WY,1990,Fremont County,3.49,4.6
WY,1985,Fremont County,3.49,4.6
WY,2015,Goshen County,0,0
WY,2010,Goshen County,0,0
WY,2005,Goshen County,0.03,0.03
WY,2000,Goshen County,0.01,0.01
WY,1995,Goshen County,0.82,1.05
WY,1990,Goshen County,3.49,4.6
WY,1985,Goshen County,3.49,4.6
WY,2015,Hot Springs County,7.54,7.54
WY,2010,Hot Springs County,0.05,0.05
WY,2005,Hot Springs County,12.67,12.67
WY,2000,Hot Springs County,26.05,26.05
WY,1995,Hot Springs County,0.82,1.05
WY,1990,Hot Springs County,3.49,4.6
WY,1985,Hot Springs County,3.49,4.6
WY,2015,Johnson County,0.35,0.36
WY,2010,Johnson County,0.44,0.45
WY,2005,Johnson County,1.77,1.8
WY,2000,Johnson County,2.7,2.93
WY,1995,Johnson County,1.5,1.92
WY,1990,Johnson County,3.49,4.6
WY,1985,Johnson County,3.49,4.6
WY,2015,Laramie County,0.73,0.88
WY,2010,Laramie County,0.73,0.88
WY,2005,Laramie County,1.05,1.26
WY,2000,Laramie County,1.07,1.33
WY,1995,Laramie County,0.36,0.46
WY,1990,Laramie County,3.49,4.6
WY,1985,Laramie County,3.49,4.6
WY,2015,Lincoln County,0.61,0.73
WY,2010,Lincoln County,0.77,0.92
WY,2005,Lincoln County,0.75,0.9
WY,2000,Lincoln County,0.73,0.9
WY,1995,Lincoln County,1.07,1.37
WY,1990,Lincoln County,3.49,4.6
WY,1985,Lincoln County,3.49,4.6
WY,2015,Natrona County,3.91,3.91
WY,2010,Natrona County,1.35,1.35
WY,2005,Natrona County,24.5,24.5
WY,2000,Natrona County,39.48,39.56
WY,1995,Natrona County,12.58,16.13
WY,1990,Natrona County,3.49,4.6
WY,1985,Natrona County,3.49,4.6
WY,2015,Niobrara County,0.18,0.18
WY,2010,Niobrara County,0,0
WY,2005,Niobrara County,0.39,0.39
WY,2000,Niobrara County,1.08,1.08
WY,1995,Niobrara County,0.21,0.27
WY,1990,Niobrara County,3.49,4.6
WY,1985,Niobrara County,3.49,4.6
WY,2015,Park County,39.14,39.14
WY,2010,Park County,0.6,0.6
WY,2005,Park County,43.05,43.05
WY,2000,Park County,48.27,48.3
WY,1995,Park County,2.74,3.52
WY,1990,Park County,3.49,4.6
WY,1985,Park County,3.49,4.6
WY,2015,Platte County,0.04,0.05
WY,2010,Platte County,0.09,0.12
WY,2005,Platte County,0.13,0.17
WY,2000,Platte County,0.09,0.12
WY,1995,Platte County,0.09,0.11
WY,1990,Platte County,3.49,4.6
WY,1985,Platte County,3.49,4.6
WY,2015,Sheridan County,0.05,0.06
WY,2010,Sheridan County,0.09,0.1
WY,2005,Sheridan County,0.13,0.14
WY,2000,Sheridan County,0.28,0.33
WY,1995,Sheridan County,0.13,0.17
WY,1990,Sheridan County,3.49,4.6
WY,1985,Sheridan County,3.49,4.6
WY,2015,Sublette County,0.9,0.9
WY,2010,Sublette County,0.64,0.64
WY,2005,Sublette County,0.82,0.82
WY,2000,Sublette County,0.94,0.96
WY,1995,Sublette County,0.21,0.27
WY,1990,Sublette County,3.49,4.6
WY,1985,Sublette County,3.49,4.6
WY,2015,Sweetwater County,5.97,6.04
WY,2010,Sweetwater County,29.67,30
WY,2005,Sweetwater County,34.46,34.8
WY,2000,Sweetwater County,40.64,41.1
WY,1995,Sweetwater County,4.79,6.14
WY,1990,Sweetwater County,3.49,4.6
WY,1985,Sweetwater County,3.49,4.6
WY,2015,Teton County,0,0
WY,2010,Teton County,0.12,0.16
WY,2005,Teton County,0.25,0.33
WY,2000,Teton County,0.16,0.21
WY,1995,Teton County,0.09,0.11
WY,1990,Teton County,3.49,4.6
WY,1985,Teton County,3.49,4.6
WY,2015,Uinta County,0.05,0.05
WY,2010,Uinta County,0.19,0.19
WY,2005,Uinta County,0.46,0.47
WY,2000,Uinta County,0.45,0.47
WY,1995,Uinta County,1.31,1.68
WY,1990,Uinta County,3.49,4.6
WY,1985,Uinta County,3.49,4.6
WY,2015,Washakie County,0.37,0.38
WY,2010,Washakie County,0.34,0.35
WY,2005,Washakie County,1.49,1.52
WY,2000,Washakie County,1.46,1.51
WY,1995,Washakie County,0.83,1.06
WY,1990,Washakie County,3.49,4.6
WY,1985,Washakie County,3.49,4.6
WY,2015,Weston County,0.66,0.66
WY,2010,Weston County,0.02,0.02
WY,2005,Weston County,0.6,0.62
WY,2000,Weston County,0.62,0.67
WY,1995,Weston County,0.79,1.01
WY,1990,Weston County,3.49,4.6
WY,1985,Weston County,3.49,4.6
